name	task	errors	der_level3	der_level4	der_level5	der_level6	group	mci	freq_finite_forms	freq_aux	num_inf	num_gerunds	num_pres_sing	num_pres_plur	num_past_part	num_past_simple	Symbols	Tokens	Length
2017_DOv_21_2,txt	argumentative	1	0.000	0.063	0.021	0.053	0	3.25	0.255813953	0.558139535	18	6	9	0	9	11	1991	340	300+
2017_DOv_22_2,txt	argumentative	1	0.092	0.132	0.118	0.053	0	3.25	0.3	0.833333333	23	0	6	0	3	4	1835	314	300+
2017_DOv_26_2,txt	argumentative	1	0.012	0.123	0.099	0.012	0	3	0.36	0.66	32	1	14	0	2	2	2226	410	350+
2017_DOv_28_2,txt	argumentative	1	0.057	0.094	0.019	0.057	0	5	0.260869565	0.782608696	11	1	4	0	5	7	1196	203	200+
2017_DOv_3_2,txt	argumentative	1	0.025	0.049	0.049	0.025	0	5.25	0.548387097	0.516129032	5	2	12	1	8	6	1691	285	250+
2017_DOv_31_2,txt	argumentative	1	0.011	0.011	0.044	0.011	0	3.5	0.195121951	0.487804878	21	8	7	0	6	1	1773	290	250+
2017_DPe_12_2,txt	argumentative	1	0.034	0.034	0.068	0.034	0	3.75	0.416666667	0.444444444	16	4	8	0	4	4	1506	284	250+
2017_DPe_14_2,txt	argumentative	1	0.028	0.085	0.042	0.042	0	3.25	0.263157895	0.736842105	20	7	12	0	11	6	1447	252	250+
2017_DPe_16_2,txt	argumentative	1	0.048	0.079	0.111	0.063	0	3.75	0.315789474	0.473684211	16	6	10	0	4	4	1342	243	200+
2017_DPe_18_2,txt	argumentative	1	0.033	0.130	0.087	0.065	0	3.75	0.566666667	0.433333333	12	1	7	0	0	1	1623	250	250+
2017_DPe_2_2,txt	argumentative	1	0.048	0.193	0.181	0.012	0	4.5	0.214285714	0.5	21	5	5	1	8	6	1574	262	250+
2017_DPe_21_2,txt	argumentative	1	0.011	0.075	0.108	0.000	0	6.75	0.333333333	0.875	10	4	14	0	7	2	1618	278	250+
2017_DPe_25_2,txt	argumentative	1	0.089	0.025	0.051	0.025	0	2	0.438596491	0.473684211	25	1	5	0	12	9	1846	340	300+
2017_DPe_28_2,txt	argumentative	1	0.013	0.114	0.076	0.000	0	1.5	0.545454545	0.393939394	11	3	6	0	2	1	1585	276	250+
2017_DPe_29_2,txt	argumentative	1	0.070	0.099	0.042	0.085	0	3.5	0.282051282	0.641025641	23	3	7	0	5	4	1504	264	250+
2017_DPe_3_2,txt	argumentative	1	0.032	0.063	0.032	0.063	0	4.5	0.264705882	0.617647059	18	4	10	0	6	7	1471	270	250+
2017_DPe_41_2,txt	argumentative	1	0.013	0.218	0.154	0.013	0	2.75	0.266666667	0.933333333	24	1	2	0	3	12	1570	257	250+
2017_DPe_42_2,txt	argumentative	1	0.016	0.156	0.141	0.047	0	2.5	0.459459459	0.567567568	16	2	14	0	1	3	1673	314	300+
2017_DPe_45_2,txt	argumentative	1	0.028	0.111	0.097	0.056	0	3.25	0.219512195	0.609756098	22	7	5	0	3	7	1777	310	300+
2017_DPe_46_2,txt	argumentative	1	0.035	0.211	0.158	0.053	0	3.5	0.275862069	0.793103448	23	2	5	0	4	4	1536	268	250+
2017_DPe_47_2,txt	argumentative	1	0.067	0.107	0.067	0.013	0	2.75	0.242424242	0.696969697	15	1	6	0	11	6	1671	278	250+
2017_DPe_50_2,txt	argumentative	1	0.057	0.071	0.071	0.014	0	2.75	0.306122449	0.612244898	28	5	12	0	7	7	1715	312	300+
2017_DPe_54_2,txt	argumentative	1	0.036	0.091	0.073	0.000	0	2.5	0.344827586	0.482758621	11	9	3	0	3	4	1345	248	200+
2017_DPe_56_2,txt	argumentative	1	0.000	0.096	0.096	0.041	0	3.5	0.5	0.611111111	14	2	10	0	3	3	1561	274	250+
2017_DPe_68_2,txt	argumentative	1	0.000	0.088	0.059	0.000	0	3.5	0.322580645	0.870967742	9	11	12	0	2	2	1514	284	250+
2017_DPe_75_2,txt	argumentative	1	0.028	0.085	0.014	0.042	0	2.75	0.394736842	0.552631579	18	4	6	0	3	8	1563	260	250+
2017_DPe_8_2,txt	argumentative	1	0.080	0.040	0.040	0.040	0	1.75	0.395348837	0.395348837	22	1	5	0	6	5	1489	283	250+
2017_DPe_80_2,txt	argumentative	1	0.013	0.120	0.093	0.093	0	3.5	0.225806452	0.709677419	17	3	8	0	7	4	1521	258	250+
2017_DPe_81_2,txt	argumentative	1	0.061	0.030	0.076	0.045	0	3	0.41025641	0.564102564	15	7	8	0	3	10	1561	279	250+
2017_DPe_82_2,txt	argumentative	1	0.055	0.055	0.073	0.055	0	3.5	0.296296296	0.518518519	12	2	5	0	6	2	1186	199	150+
2017_EGe_114_2,txt	argumentative	1	0.101	0.014	0.058	0.043	0	3.25	0.394736842	0.526315789	17	2	5	0	2	8	1559	266	250+
2017_EGe_122_2,txt	argumentative	1	0.049	0.062	0.160	0.037	0	3	0.268292683	0.707317073	30	3	11	0	4	4	1919	342	300+
2017_EGe_123_2,txt	argumentative	1	0.016	0.048	0.056	0.032	0	4.5	0.260869565	0.52173913	17	9	5	0	10	10	2142	358	350+
2017_EGe_124_2,txt	argumentative	1	0.021	0.094	0.073	0.052	0	6.25	0.338983051	0.677966102	32	4	13	0	12	9	2284	412	350+
2017_EGe_127_2,txt	argumentative	1	0.024	0.012	0.085	0.012	0	1.75	0.413043478	0.47826087	19	1	10	0	9	8	1975	351	350+
2017_EGe_148_2,txt	argumentative	1	0.068	0.045	0.045	0.091	0	3.75	0.279069767	0.674418605	29	0	8	0	7	2	1960	351	350+
2017_EGe_164_2,txt	argumentative	1	0.033	0.049	0.057	0.033	0	3.75	0.285714286	0.410714286	23	6	8	0	8	2	2457	411	350+
2017_EGe_166_2,txt	argumentative	1	0.024	0.072	0.084	0.012	0	4	0.351351351	0.567567568	13	5	11	0	6	2	1568	262	250+
2017_EGe_171_2,txt	argumentative	1	0.049	0.073	0.073	0.024	0	2.75	0.4375	0.78125	10	1	1	0	8	3	2032	341	300+
2017_EGe_176_2,txt	argumentative	1	0.040	0.129	0.065	0.040	0	4.5	0.235294118	0.367647059	27	19	15	0	8	5	2546	430	350+
2017_EGe_197_2,txt	argumentative	1	0.077	0.092	0.077	0.046	0	4.25	0.48	0.84	11	1	9	0	2	1	1569	265	250+
2017_EGe_20_2,txt	argumentative	1	0.026	0.051	0.013	0.038	0	3.75	0.195121951	0.756097561	28	6	8	0	3	6	1786	307	300+
2017_EGe_218_2,txt	argumentative	1	0.035	0.140	0.128	0.047	0	3.75	0.279069767	0.674418605	24	5	8	1	4	19	1864	311	300+
2017_EGe_219_2,txt	argumentative	1	0.000	0.104	0.042	0.021	0	1	0.388888889	0.444444444	24	0	2	0	0	2	1478	278	250+
2017_EGe_221_2,txt	argumentative	1	0.043	0.053	0.021	0.074	0	4.5	0.318181818	0.659090909	24	3	15	0	7	7	1826	323	300+
2017_EGe_226_2,txt	argumentative	1	0.075	0.150	0.100	0.075	0	2.25	0.375	0.8125	8	2	1	0	2	4	851	144	<150
2017_EGe_229_2,txt	argumentative	1	0.015	0.030	0.015	0.045	0	4.25	0.333333333	0.615384615	15	5	9	0	7	4	1599	282	250+
2017_EGe_231_2,txt	argumentative	1	0.032	0.086	0.075	0.022	0	2.5	0.326923077	0.480769231	27	3	7	0	6	16	2055	360	350+
2017_EGe_232_2,txt	argumentative	1	0.109	0.047	0.031	0.031	0	4	0.5	0.785714286	14	0	16	0	1	6	1445	260	250+
2017_EGe_241_2,txt	argumentative	1	0.097	0.081	0.065	0.048	0	5.5	0.333333333	0.458333333	9	3	4	0	2	1	1357	213	200+
2017_EGe_246_2,txt	argumentative	1	0.091	0.045	0.125	0.114	0	3.25	0.242424242	0.878787879	26	0	11	0	1	0	2010	353	350+
2017_EGe_251_2,txt	argumentative	1	0.019	0.132	0.000	0.075	0	2.25	0.47826087	1.086956522	8	5	16	0	1	2	1431	263	250+
2017_EGe_26_2,txt	argumentative	1	0.077	0.077	0.064	0.026	0	4.25	0.516129032	0.548387097	13	1	9	0	5	2	1482	248	200+
2017_EGe_266_2,txt	argumentative	1	0.043	0.065	0.054	0.076	0	5.5	0.2	0.7	17	11	6	0	8	2	1795	297	250+
2017_EGe_267_2,txt	argumentative	1	0.105	0.105	0.118	0.039	0	3.5	0.354166667	0.625	25	8	13	0	6	1	1875	358	350+
2017_EGe_33_2,txt	argumentative	1	0.059	0.069	0.098	0.039	0	4	0.282051282	0.717948718	21	3	14	0	9	7	2188	375	350+
2017_EGe_55_2,txt	argumentative	1	0.070	0.053	0.088	0.000	0	3	0.176470588	1	8	3	5	0	7	4	985	172	150+
2017_EGe_82_2,txt	argumentative	1	0.052	0.000	0.034	0.069	0	5	0.333333333	0.694444444	20	1	8	0	8	5	1473	244	200+
2017_EGe_87_2,txt	argumentative	1	0.034	0.102	0.068	0.017	0	2.75	0.357142857	0.642857143	15	2	4	0	4	1	1201	211	200+
2017_EGe_90_2,txt	argumentative	1	0.071	0.014	0.071	0.043	0	2	0.25	0.8	27	2	11	0	8	4	1729	292	250+
2017_EGe_95_2,txt	argumentative	1	0.073	0.171	0.183	0.012	0	4.5	0.342857143	0.514285714	14	6	9	0	5	9	1703	274	250+
2017_OBy_1_2,txt	argumentative	1	0.026	0.090	0.128	0.064	0	2.5	0.452380952	0.285714286	11	9	8	0	1	3	1685	297	250+
2017_OBy_100_2,txt	argumentative	1	0.060	0.020	0.080	0.020	0	2.75	0.470588235	0.323529412	15	1	4	1	1	6	1209	221	200+
2017_OBy_101_2,txt	argumentative	1	0.055	0.077	0.088	0.011	0	3.5	0.408163265	0.551020408	14	7	11	0	12	9	1944	341	300+
2017_OBy_108_2,txt	argumentative	1	0.029	0.107	0.117	0.010	0	3.75	0.37254902	0.490196078	15	9	12	0	8	9	2016	347	300+
2017_OBy_11_2,txt	argumentative	1	0.114	0.086	0.057	0.029	0	4	0.473684211	0.526315789	5	2	6	0	2	1	737	128	<150
2017_OBy_115_2,txt	argumentative	1	0.014	0.071	0.114	0.043	0	4	0.451612903	0.483870968	16	2	9	0	0	1	1505	271	250+
2017_OBy_116_2,txt	argumentative	1	0.029	0.143	0.200	0.000	0	2.5	0.352941176	0.705882353	7	1	3	0	3	4	723	118	<150
2017_OBy_117_2,txt	argumentative	1	0.071	0.086	0.043	0.029	0	3.75	0.375	0.625	10	4	3	0	10	5	1457	243	200+
2017_OBy_12_2,txt	argumentative	1	0.046	0.046	0.031	0.031	0	4.25	0.428571429	0.619047619	9	3	4	0	0	6	1428	243	200+
2017_OBy_123_2,txt	argumentative	1	0.016	0.049	0.066	0.049	0	2	0.46875	0.6875	14	4	7	0	3	9	1430	260	250+
2017_OBy_127_2,txt	argumentative	1	0.039	0.098	0.059	0.137	0	2.25	0.482758621	0.689655172	13	2	8	0	0	5	1446	264	250+
2017_OBy_132_2,txt	argumentative	1	0.000	0.063	0.000	0.031	0	2.25	0.578947368	0.368421053	8	1	5	0	0	2	706	118	<150
2017_OBy_134_2,txt	argumentative	1	0.012	0.037	0.098	0.049	0	4	0.214285714	0.964285714	19	3	10	0	2	2	1535	256	250+
2017_OBy_144_2,txt	argumentative	1	0.020	0.098	0.020	0.078	0	5.25	0.342105263	0.631578947	18	6	13	0	4	6	1454	257	250+
2017_OBy_146_2,txt	argumentative	1	0.065	0.065	0.032	0.161	0	1	0.636363636	0.545454545	4	0	2	0	0	1	651	110	<150
2017_OBy_149_2,txt	argumentative	1	0.018	0.105	0.000	0.018	0	2.5	0.342857143	0.714285714	24	1	8	0	0	4	1402	255	250+
2017_OBy_15_2,txt	argumentative	1	0.028	0.028	0.028	0.028	0	3.25	0.285714286	0.642857143	4	4	3	0	1	2	565	89	<150
2017_OBy_153_2,txt	argumentative	1	0.022	0.000	0.022	0.043	0	2.25	0.272727273	0.681818182	14	0	4	0	2	6	913	153	150+
2017_OBy_160_2,txt	argumentative	1	0.083	0.000	0.063	0.083	0	4.5	0.384615385	0.461538462	8	4	5	0	5	2	1028	181	150+
2017_OBy_163_2,txt	argumentative	1	0.054	0.068	0.041	0.054	0	2.5	0.28125	0.5	18	6	5	0	0	3	1502	238	200+
2017_OBy_173_2,txt	argumentative	1	0.153	0.056	0.097	0.097	0	4.5	0.176470588	0.647058824	21	4	4	0	7	7	1423	236	200+
2017_OBy_178_2,txt	argumentative	1	0.091	0.130	0.052	0.065	0	4.75	0.357142857	0.464285714	13	1	9	0	3	1	1589	271	250+
2017_OBy_181_2,txt	argumentative	1	0.032	0.064	0.032	0.043	0	3.5	0.234042553	0.659574468	24	0	7	0	18	1	1879	310	300+
2017_OBy_185_2,txt	argumentative	1	0.052	0.083	0.042	0.083	0	5.75	0.21875	0.5625	14	10	5	0	4	2	1568	255	250+
2017_OBy_196_2,txt	argumentative	1	0.087	0.159	0.043	0.130	0	3.75	0.423076923	0.653846154	15	0	8	0	4	4	1557	251	250+
2017_OBy_198_2,txt	argumentative	1	0.076	0.091	0.015	0.076	0	3.25	0.225806452	0.612903226	22	1	3	0	1	2	1557	263	250+
2017_OBy_200_2,txt	argumentative	1	0.096	0.021	0.032	0.053	0	5	0.366666667	0.433333333	12	2	10	0	5	3	1533	255	250+
2017_OBy_24_2,txt	argumentative	1	0.079	0.026	0.026	0.026	0	3.75	0.268292683	0.43902439	21	5	9	0	6	4	1634	283	250+
2017_OBy_26_2,txt	argumentative	1	0.011	0.045	0.045	0.067	0	4.25	0.483870968	0.612903226	10	4	13	0	5	5	1699	271	250+
2017_OBy_30_2,txt	argumentative	1	0.077	0.051	0.077	0.026	0	4.25	0.409090909	0.727272727	11	1	7	0	1	3	943	173	150+
2017_OBy_31_2,txt	argumentative	1	0.041	0.061	0.020	0.041	0	3.25	0.473684211	0.421052632	9	0	2	0	3	4	1080	176	150+
2017_OBy_32_2,txt	argumentative	1	0.143	0.071	0.095	0.143	0	3.75	0.375	0.375	6	7	4	0	2	0	825	131	<150
2017_OBy_37_2,txt	argumentative	1	0.042	0.053	0.074	0.011	0	5	0.275	0.65	24	1	11	0	5	1	1977	332	300+
2017_OBy_39_2,txt	argumentative	1	0.000	0.000	0.000	0.000	0	1.5	0.636363636	0.272727273	3	0	2	0	2	0	283	54	<150
2017_OBy_5_2,txt	argumentative	1	0.123	0.025	0.037	0.062	0	3.5	0.171428571	0.685714286	18	10	4	0	7	3	1519	259	250+
2017_OBy_59_2,txt	argumentative	1	0.070	0.056	0.070	0.127	0	3.5	0.441176471	0.382352941	10	1	12	0	10	2	1536	255	250+
2017_OBy_61_2,txt	argumentative	1	0.117	0.017	0.000	0.067	0	3.5	0.454545455	0.409090909	4	6	2	0	1	7	1123	188	150+
2017_OBy_67_2,txt	argumentative	1	0.049	0.049	0.037	0.074	0	5.25	0.4	0.657142857	14	6	13	0	5	5	1609	273	250+
2017_OBy_69_2,txt	argumentative	1	0.013	0.013	0.000	0.013	0	2.75	0.476190476	0.428571429	20	2	3	0	1	9	1846	313	300+
2017_OBy_72_2,txt	argumentative	1	0.077	0.055	0.066	0.033	0	4.5	0.46875	0.5625	13	2	16	0	4	3	1711	283	250+
2017_OBy_74_2,txt	argumentative	1	0.103	0.052	0.052	0.082	0	3	0.297297297	0.621621622	18	5	15	0	3	5	1987	325	300+
2017_OBy_77_2,txt	argumentative	1	0.121	0.061	0.045	0.121	0	4	0.266666667	0.6	15	6	6	1	3	1	1464	257	250+
2017_OBy_79_2,txt	argumentative	1	0.035	0.053	0.035	0.018	0	1.75	0.628571429	0.2	10	2	4	0	0	1	1263	220	200+
2017_OBy_81_2,txt	argumentative	1	0.028	0.139	0.042	0.069	0	3	0.4	0.566666667	11	4	10	0	3	1	1671	285	250+
2017_OBy_83_2,txt	argumentative	1	0.045	0.090	0.090	0.045	0	1.75	0.481481481	0.481481481	13	0	4	0	0	1	1405	244	200+
2017_OBy_98_2,txt	argumentative	1	0.047	0.141	0.078	0.000	0	4.25	0.380952381	0.595238095	19	7	12	0	5	5	1557	290	250+
2017_VSa_1_2,txt	argumentative	1	0.138	0.069	0.034	0.103	0	2.25	0.25	1.125	5	1	2	0	2	0	622	105	<150
2017_VSa_12_2,txt	argumentative	1	0.036	0.036	0.048	0.036	0	4.5	0.285714286	0.571428571	16	6	5	0	4	2	1623	275	250+
2017_VSa_137_2,txt	argumentative	1	0.069	0.078	0.069	0.059	0	5.75	0.282608696	0.760869565	22	4	6	0	15	15	1944	340	300+
2017_VSa_15_2,txt	argumentative	1	0.200	0.000	0.100	0.125	0	4.5	0.5	0.7	2	1	6	0	3	1	677	100	<150
2017_VSa_38_2,txt	argumentative	1	0.108	0.108	0.068	0.054	0	2.75	0.476190476	0.761904762	12	0	4	0	2	1	1364	227	200+
2017_VSa_40_2,txt	argumentative	1	0.103	0.069	0.011	0.103	0	4	0.3125	0.5625	19	1	10	0	4	3	1752	307	300+
2017_VSa_46_2,txt	argumentative	1	0.050	0.110	0.120	0.090	0	5.25	0.324324324	0.72972973	16	6	13	0	5	4	2044	343	300+
2017_VSa_65_2,txt	argumentative	1	0.061	0.049	0.073	0.037	0	2.75	0.302325581	0.674418605	22	4	9	0	10	9	1775	298	250+
2017_VSa_69_2,txt	argumentative	1	0.027	0.160	0.160	0.027	0	3.25	0.256410256	0.897435897	21	4	13	0	8	6	1628	285	250+
2017_VSa_71_2,txt	argumentative	1	0.063	0.063	0.104	0.052	0	6	0.295454545	0.75	16	8	13	0	12	8	1847	318	300+
2017_VSa_78_2,txt	argumentative	1	0.043	0.085	0.094	0.009	0	4.75	0.314814815	0.611111111	21	4	11	0	14	9	2192	370	350+
2017_VSa_80_2,txt	argumentative	1	0.033	0.088	0.044	0.055	0	6.25	0.235294118	1.088235294	17	7	7	0	9	9	2179	408	350+
2017_VSa_86_2,txt	argumentative	1	0.023	0.114	0.068	0.034	0	5.5	0.321428571	1	19	3	11	1	6	8	1612	265	250+
2017_VSa_92_2,txt	argumentative	1	0.046	0.057	0.034	0.011	0	3.75	0.414634146	0.609756098	18	4	13	0	8	4	1744	318	300+
2017_VSa_94_2,txt	argumentative	1	0.039	0.088	0.118	0.049	0	4.75	0.388888889	0.638888889	12	8	9	0	2	8	1921	328	300+
2019_ABu_169_2,txt	argumentative	1	0.038	0.000	0.064	0.038	0	6.75	0.256410256	0.461538462	8	19	8	0	7	0	1541	267	250+
2019_EEr_106_2,txt	argumentative	1	0.053	0.043	0.064	0.032	0	4.5	0.317073171	0.536585366	17	6	16	0	4	0	1784	315	300+
2019_EEr_108_2,txt	argumentative	1	0.013	0.063	0.025	0.063	0	3.75	0.166666667	0.523809524	14	15	11	0	8	5	1602	273	250+
2019_EEr_109_2,txt	argumentative	1	0.042	0.097	0.056	0.069	0	3	0.541666667	0.833333333	15	1	4	0	1	6	1446	248	200+
2019_EEr_111_2,txt	argumentative	1	0.025	0.139	0.076	0.025	0	3	0.352941176	0.529411765	17	3	10	0	4	4	1692	283	250+
2019_EEr_116_2,txt	argumentative	1	0.068	0.135	0.054	0.014	0	7	0.4	0.666666667	17	3	9	0	1	3	1506	254	250+
2019_EEr_117_2,txt	argumentative	1	0.000	0.026	0.051	0.051	0	4	0.125	0.625	5	4	2	0	5	5	812	137	<150
2019_EEr_119_2,txt	argumentative	1	0.009	0.046	0.037	0.009	0	3	0.345454545	0.545454545	25	7	9	0	5	3	2320	401	350+
2019_EEr_126_2,txt	argumentative	1	0.000	0.071	0.057	0.000	0	2.25	0.433333333	0.666666667	18	0	7	0	3	3	1556	281	250+
2019_EEr_130_2,txt	argumentative	1	0.022	0.130	0.087	0.076	0	3.5	0.375	0.78125	16	5	12	0	4	10	1813	307	300+
2019_EEr_133_2,txt	argumentative	1	0.000	0.044	0.111	0.022	0	2.25	0.526315789	0.315789474	8	1	3	0	0	3	858	143	<150
2019_EEr_137_2,txt	argumentative	1	0.019	0.074	0.074	0.056	0	4.5	0.3	0.833333333	20	4	6	0	0	7	1382	253	250+
2019_EEr_138_2,txt	argumentative	1	0.034	0.085	0.119	0.017	0	1.5	0.541666667	0.875	12	3	10	0	0	1	1357	249	200+
2019_EEr_139_2,txt	argumentative	1	0.052	0.104	0.091	0.065	0	2	0.32	0.58	31	2	4	0	7	11	2116	373	350+
2019_EEr_142_2,txt	argumentative	1	0.000	0.089	0.133	0.089	0	3	0.434782609	0.391304348	8	5	6	0	0	1	991	169	150+
2019_EEr_144_2,txt	argumentative	1	0.012	0.072	0.084	0.072	0	4	0.384615385	0.692307692	22	3	13	0	1	7	1846	331	300+
2019_EEr_146_2,txt	argumentative	1	0.044	0.029	0.044	0.044	0	4	0.212121212	0.484848485	14	5	10	0	8	4	1379	229	200+
2019_EEr_152_2,txt	argumentative	1	0.063	0.063	0.094	0.031	0	4.5	0.304347826	0.739130435	11	1	4	0	7	11	1127	186	150+
2019_EEr_158_2,txt	argumentative	1	0.018	0.119	0.092	0.055	0	1.75	0.307692308	0.564102564	21	4	18	0	2	4	2204	373	350+
2019_EEr_160_2,txt	argumentative	1	0.100	0.057	0.043	0.057	0	5	0.473684211	0.605263158	14	1	14	0	7	5	1644	291	250+
2019_EEr_165_2,txt	argumentative	1	0.040	0.096	0.120	0.032	0	4.25	0.581395349	0.534883721	16	0	16	0	1	3	2519	410	350+
2019_EEr_275_2,txt	argumentative	1	0.068	0.082	0.096	0.027	0	4.75	0.529411765	0.411764706	11	2	11	0	3	2	1684	282	250+
2019_EEr_284_2,txt	argumentative	1	0.020	0.119	0.109	0.050	0	3.75	0.470588235	0.323529412	18	2	14	0	1	2	1878	302	300+
2019_EEr_294_2,txt	argumentative	1	0.054	0.086	0.097	0.022	0	3.25	0.476190476	0.761904762	22	3	17	0	3	14	1945	342	300+
2019_EEr_297_2,txt	argumentative	1	0.048	0.060	0.048	0.048	0	4	0.5	0.941176471	14	4	15	0	5	5	2011	372	350+
2019_EEr_298_2,txt	argumentative	1	0.010	0.052	0.093	0.062	0	5.25	0.275862069	0.655172414	17	2	10	0	3	4	1786	290	250+
2017_OBy_28_1,txt	graph	11	0.040	0.080	0.000	0.060	1	3.25	0.176470588	0.411764706	3	2	5	0	7	0	1052	165	150+
2014_LPo_13_1,txt	graph	8	0.000	0.000	0.091	0.000	1	2.75	0.352941176	0.882352941	7	0	8	0	0	2	1018	197	150+
2014_DZu_38_1,txt	graph	7	0.000	0.031	0.000	0.000	1	2	0.6	1.4	4	0	12	0	1	2	997	172	150+
2017_EGe_127_1,txt	graph	7	0.036	0.018	0.054	0.018	1	2.75	0.181818182	0.909090909	11	6	7	0	3	8	1350	243	200+
2014_DZu_2_1,txt	graph	6	0.019	0.057	0.019	0.019	1	1.75	0.571428571	1.571428571	1	0	7	0	2	3	1013	169	150+
2014_DZu_36_1,txt	graph	6	0.023	0.000	0.070	0.000	1	2.5	0.545454545	1.090909091	3	0	13	0	2	2	843	154	150+
2014_DZu_5_1,txt	graph	6	0.000	0.027	0.108	0.000	1	1.5	0.666666667	2.166666667	1	1	10	0	0	3	967	165	150+
2014_ESha_38_1,txt	graph	6	0.000	0.100	0.025	0.125	1	3.25	0.470588235	0.470588235	5	4	4	0	2	2	986	171	150+
2017_EGe_94_1,txt	graph	6	0.058	0.058	0.000	0.096	1	2.75	0.227272727	1.227272727	17	1	4	0	5	1	1535	276	250+
2017_MPa_32_1,txt	graph	6	0.000	0.065	0.016	0.016	1	4.75	0.347826087	0.608695652	9	6	6	0	1	2	1371	236	200+
2017_VSa_88_1,txt	graph	6	0.025	0.025	0.050	0.075	1	1.5	0.571428571	2	5	0	9	0	0	0	1109	208	200+
2017_VSa_94_1,txt	graph	6	0.024	0.000	0.048	0.071	1	4	0.375	0.9375	5	0	11	0	5	2	1194	217	200+
2014_ADe_1_1,txt	graph	5	0.065	0.043	0.043	0.087	1	5	0.315789474	0.473684211	4	6	6	0	5	5	901	162	150+
2014_DZu_28_1,txt	graph	5	0.026	0.000	0.026	0.000	1	2	0.75	1.25	0	0	12	0	2	2	853	142	100+
2014_DZu_30_1,txt	graph	5	0.026	0.026	0.000	0.000	1	2.5	0.454545455	1.272727273	1	0	11	0	5	3	1030	174	150+
2014_DZu_8_1,txt	graph	5	0.000	0.018	0.018	0.018	1	4	0.428571429	0.619047619	4	3	14	0	8	1	1153	200	200+
2014_EPa_72_1,txt	graph	5	0.000	0.082	0.041	0.000	1	2	0.3	0.9	2	5	2	0	0	4	1006	175	150+
2014_TSha_4_1,txt	graph	5	0.022	0.065	0.022	0.109	1	3	0.384615385	1.230769231	4	2	7	0	7	4	1015	182	150+
2014_VPe_23_1,txt	graph	5	0.194	0.000	0.000	0.083	1	4.75	0.65	0.3	3	1	14	0	4	0	1057	190	150+
2014_VPe_41_1,txt	graph	5	0.026	0.158	0.026	0.053	1	4	0.5625	0.3125	2	2	5	0	3	7	1054	184	150+
2016_MTsy_9_1,txt	graph	5	0.000	0.063	0.042	0.083	1	4.75	0.411764706	0.470588235	2	2	2	0	6	7	1189	193	150+
2016_OR_123_1,txt	graph	5	0.000	0.000	0.000	0.042	1	0.5	0.454545455	0.545454545	3	0	2	0	3	3	959	180	150+
2017_ABl_3_1,txt	graph	5	0.048	0.143	0.071	0.048	1	3.75	0.611111111	0.277777778	3	2	6	0	1	0	865	153	150+
2017_OBy_59_1,txt	graph	5	0.038	0.058	0.019	0.019	1	1	0.3125	0.5	0	0	3	0	11	6	1002	159	150+
2014_AAl_15_1,txt	graph	4	0.022	0.109	0.000	0.087	1	3.5	0.375	0.5	1	3	4	0	7	5	1202	220	200+
2014_AAl_18_1,txt	graph	4	0.073	0.171	0.024	0.024	1	5	0.4375	0.375	0	1	10	0	8	0	1059	189	150+
2014_AAl_28_1,txt	graph	4	0.045	0.114	0.114	0.068	1	5	0.357142857	1	7	0	3	0	7	8	1071	181	150+
2014_ADe_17_1,txt	graph	4	0.091	0.061	0.045	0.136	1	5	0.217391304	0.695652174	6	7	6	1	5	2	1281	227	200+
2014_ADe_21_1,txt	graph	4	0.085	0.021	0.043	0.085	1	4.25	0.25	1	1	0	10	0	8	2	965	172	150+
2014_ADe_8_1,txt	graph	4	0.030	0.152	0.061	0.030	1	2.5	0.166666667	0.75	7	2	4	0	1	2	891	160	150+
2014_AMe_9_1,txt	graph	4	0.000	0.038	0.000	0.000	1	2.5	0.909090909	0.909090909	0	0	2	0	1	15	1116	168	150+
2014_ASt_15_1,txt	graph	4	0.000	0.182	0.068	0.159	1	3.75	0.375	0.5	2	0	10	0	9	1	1048	185	150+
2014_KKo_9_1,txt	graph	4	0.040	0.180	0.000	0.040	1	4	0.227272727	0.5	10	2	6	0	5	0	1139	203	200+
2014_LPo_8_1,txt	graph	4	0.000	0.077	0.026	0.154	1	4.25	0.222222222	0.277777778	6	2	5	0	4	1	969	182	150+
2014_VPe_28_1,txt	graph	4	0.022	0.000	0.111	0.022	1	2.25	0.625	0.625	3	0	7	0	4	3	1004	185	150+
2016_EKu_61_1,txt	graph	4	0.063	0.063	0.031	0.063	1	4.5	0.333333333	0.233333333	5	2	9	0	8	2	1304	217	200+
2016_JSl_70_1,txt	graph	4	0.014	0.069	0.028	0.069	1	4.75	0.458333333	0.25	1	0	1	0	8	12	1310	229	200+
2016_OR_121_1,txt	graph	4	0.022	0.022	0.043	0.000	1	4.5	0.615384615	0.615384615	1	3	5	0	1	7	1006	172	150+
2016_OR_122_1,txt	graph	4	0.053	0.000	0.000	0.026	1	5	0.4	0.333333333	1	1	6	0	5	4	936	166	150+
2016_OR_24_1,txt	graph	4	0.032	0.129	0.032	0.065	1	1.5	0.571428571	1.571428571	1	1	11	0	1	0	862	157	150+
2017_ABl_14_1,txt	graph	4	0.000	0.209	0.070	0.047	1	2.25	0.571428571	1	1	1	7	0	1	1	951	163	150+
2017_ABl_2_1,txt	graph	4	0.041	0.204	0.061	0.020	1	2.75	0.5	0.75	3	1	7	0	4	4	955	152	150+
